GEP	Proportion_in_GEP	fine_celltype
ImmuneCells_GEP_6	0.022	NK_cells
ImmuneCells_GEP_7	0	NK_cells
ImmuneCells_GEP_9	0.001	NK_cells
ImmuneCells_GEP_11	0.033	NK_cells
ImmuneCells_GEP_12	0.027	NK_cells
ImmuneCells_GEP_14	0.184	NK_cells
ImmuneCells_GEP_15	0.753	NK_cells
ImmuneCells_GEP_16	0.001	NK_cells
ImmuneCells_GEP_18	0.002	NK_cells
ImmuneCells_GEP_19	0.055	NK_cells
ImmuneCells_GEP_22	0.013	NK_cells
ImmuneCells_GEP_24	0.003	NK_cells
ImmuneCells_GEP_25	0.037	NK_cells
ImmuneCells_GEP_26	0.158	NK_cells
ImmuneCells_GEP_28	0.072	NK_cells
ImmuneCells_GEP_29	0.929	NK_cells
ImmuneCells_GEP_32	0.066	NK_cells
ImmuneCells_GEP_37	0.006	NK_cells
ImmuneCells_GEP_38	0.012	NK_cells
ImmuneCells_GEP_2	0.473	T_cells_1
ImmuneCells_GEP_3	0.1	T_cells_1
ImmuneCells_GEP_4	0.343	T_cells_1
ImmuneCells_GEP_5	0.105	T_cells_1
ImmuneCells_GEP_6	0.163	T_cells_1
ImmuneCells_GEP_8	0	T_cells_1
ImmuneCells_GEP_11	0.343	T_cells_1
ImmuneCells_GEP_12	0.028	T_cells_1
ImmuneCells_GEP_14	0.045	T_cells_1
ImmuneCells_GEP_15	0.006	T_cells_1
ImmuneCells_GEP_18	0.004	T_cells_1
ImmuneCells_GEP_20	0.002	T_cells_1
ImmuneCells_GEP_24	0.006	T_cells_1
ImmuneCells_GEP_25	0.046	T_cells_1
ImmuneCells_GEP_26	0.004	T_cells_1
ImmuneCells_GEP_28	0.045	T_cells_1
ImmuneCells_GEP_29	0.006	T_cells_1
ImmuneCells_GEP_37	0.032	T_cells_1
ImmuneCells_GEP_38	0.099	T_cells_1
ImmuneCells_GEP_1	0	T_cells_2
ImmuneCells_GEP_2	0.119	T_cells_2
ImmuneCells_GEP_3	0.215	T_cells_2
ImmuneCells_GEP_4	0.117	T_cells_2
ImmuneCells_GEP_5	0.417	T_cells_2
ImmuneCells_GEP_6	0.02	T_cells_2
ImmuneCells_GEP_11	0.047	T_cells_2
ImmuneCells_GEP_12	0.003	T_cells_2
ImmuneCells_GEP_14	0.019	T_cells_2
ImmuneCells_GEP_15	0.003	T_cells_2
ImmuneCells_GEP_25	0.03	T_cells_2
ImmuneCells_GEP_26	0.002	T_cells_2
ImmuneCells_GEP_37	0.019	T_cells_2
ImmuneCells_GEP_38	0.049	T_cells_2
ImmuneCells_GEP_1	0	T_cells_3
ImmuneCells_GEP_2	0.025	T_cells_3
ImmuneCells_GEP_3	0.016	T_cells_3
ImmuneCells_GEP_4	0.009	T_cells_3
ImmuneCells_GEP_5	0.005	T_cells_3
ImmuneCells_GEP_6	0.013	T_cells_3
ImmuneCells_GEP_9	0.001	T_cells_3
ImmuneCells_GEP_11	0.321	T_cells_3
ImmuneCells_GEP_12	0.003	T_cells_3
ImmuneCells_GEP_14	0.622	T_cells_3
ImmuneCells_GEP_15	0.115	T_cells_3
ImmuneCells_GEP_16	0.001	T_cells_3
ImmuneCells_GEP_18	0.004	T_cells_3
ImmuneCells_GEP_19	0.005	T_cells_3
ImmuneCells_GEP_20	0.006	T_cells_3
ImmuneCells_GEP_22	0.003	T_cells_3
ImmuneCells_GEP_25	0.019	T_cells_3
ImmuneCells_GEP_26	0.047	T_cells_3
ImmuneCells_GEP_27	0.006	T_cells_3
ImmuneCells_GEP_28	0.757	T_cells_3
ImmuneCells_GEP_29	0.048	T_cells_3
ImmuneCells_GEP_37	0.006	T_cells_3
ImmuneCells_GEP_38	0.049	T_cells_3
ImmuneCells_GEP_1	0	T_cells_4
ImmuneCells_GEP_2	0.001	T_cells_4
ImmuneCells_GEP_3	0.004	T_cells_4
ImmuneCells_GEP_4	0	T_cells_4
ImmuneCells_GEP_5	0.001	T_cells_4
ImmuneCells_GEP_6	0.011	T_cells_4
ImmuneCells_GEP_7	0	T_cells_4
ImmuneCells_GEP_8	0	T_cells_4
ImmuneCells_GEP_9	0.001	T_cells_4
ImmuneCells_GEP_11	0.029	T_cells_4
ImmuneCells_GEP_12	0.011	T_cells_4
ImmuneCells_GEP_13	0	T_cells_4
ImmuneCells_GEP_14	0.055	T_cells_4
ImmuneCells_GEP_15	0.098	T_cells_4
ImmuneCells_GEP_17	0.002	T_cells_4
ImmuneCells_GEP_19	0.931	T_cells_4
ImmuneCells_GEP_20	0.002	T_cells_4
ImmuneCells_GEP_22	0.003	T_cells_4
ImmuneCells_GEP_25	0.039	T_cells_4
ImmuneCells_GEP_26	0.757	T_cells_4
ImmuneCells_GEP_27	0.006	T_cells_4
ImmuneCells_GEP_28	0.014	T_cells_4
ImmuneCells_GEP_29	0.006	T_cells_4
ImmuneCells_GEP_37	0.013	T_cells_4
ImmuneCells_GEP_38	0.049	T_cells_4
ImmuneCells_GEP_1	0	T_cells_cell_cycling_1
ImmuneCells_GEP_2	0.08	T_cells_cell_cycling_1
ImmuneCells_GEP_3	0.595	T_cells_cell_cycling_1
ImmuneCells_GEP_4	0.252	T_cells_cell_cycling_1
ImmuneCells_GEP_5	0.444	T_cells_cell_cycling_1
ImmuneCells_GEP_6	0.461	T_cells_cell_cycling_1
ImmuneCells_GEP_7	0	T_cells_cell_cycling_1
ImmuneCells_GEP_9	0	T_cells_cell_cycling_1
ImmuneCells_GEP_11	0.104	T_cells_cell_cycling_1
ImmuneCells_GEP_12	0.348	T_cells_cell_cycling_1
ImmuneCells_GEP_14	0.041	T_cells_cell_cycling_1
ImmuneCells_GEP_15	0.005	T_cells_cell_cycling_1
ImmuneCells_GEP_18	0.001	T_cells_cell_cycling_1
ImmuneCells_GEP_19	0.004	T_cells_cell_cycling_1
ImmuneCells_GEP_24	0.008	T_cells_cell_cycling_1
ImmuneCells_GEP_25	0.391	T_cells_cell_cycling_1
ImmuneCells_GEP_26	0.004	T_cells_cell_cycling_1
ImmuneCells_GEP_27	0.006	T_cells_cell_cycling_1
ImmuneCells_GEP_28	0.045	T_cells_cell_cycling_1
ImmuneCells_GEP_34	0.017	T_cells_cell_cycling_1
ImmuneCells_GEP_37	0.064	T_cells_cell_cycling_1
ImmuneCells_GEP_38	0.025	T_cells_cell_cycling_1
ImmuneCells_GEP_2	0.297	T_cells_cell_cycling_2
ImmuneCells_GEP_3	0.06	T_cells_cell_cycling_2
ImmuneCells_GEP_4	0.277	T_cells_cell_cycling_2
ImmuneCells_GEP_5	0.025	T_cells_cell_cycling_2
ImmuneCells_GEP_6	0.23	T_cells_cell_cycling_2
ImmuneCells_GEP_11	0.113	T_cells_cell_cycling_2
ImmuneCells_GEP_12	0.518	T_cells_cell_cycling_2
ImmuneCells_GEP_14	0.003	T_cells_cell_cycling_2
ImmuneCells_GEP_15	0.001	T_cells_cell_cycling_2
ImmuneCells_GEP_17	0.001	T_cells_cell_cycling_2
ImmuneCells_GEP_24	0.003	T_cells_cell_cycling_2
ImmuneCells_GEP_25	0.014	T_cells_cell_cycling_2
ImmuneCells_GEP_28	0.005	T_cells_cell_cycling_2
ImmuneCells_GEP_37	0.006	T_cells_cell_cycling_2
ImmuneCells_GEP_38	0.037	T_cells_cell_cycling_2
ImmuneCells_GEP_1	0.104	Macrophages_3
ImmuneCells_GEP_6	0.002	Macrophages_3
ImmuneCells_GEP_7	0.033	Macrophages_3
ImmuneCells_GEP_8	0.268	Macrophages_3
ImmuneCells_GEP_9	0.007	Macrophages_3
ImmuneCells_GEP_11	0	Macrophages_3
ImmuneCells_GEP_12	0.001	Macrophages_3
ImmuneCells_GEP_13	0.109	Macrophages_3
ImmuneCells_GEP_16	0.119	Macrophages_3
ImmuneCells_GEP_17	0.07	Macrophages_3
ImmuneCells_GEP_18	0.032	Macrophages_3
ImmuneCells_GEP_22	0.102	Macrophages_3
ImmuneCells_GEP_25	0.002	Macrophages_3
ImmuneCells_GEP_28	0.005	Macrophages_3
ImmuneCells_GEP_37	0.051	Macrophages_3
NC_GEP_8	0.005	Neural_crest_cells
NC_GEP_9	0.95	Neural_crest_cells
NC_GEP_11	0.993	Neural_crest_cells
NC_GEP_13	0.994	Neural_crest_cells
NC_GEP_18	0.169	Neural_crest_cells
NC_GEP_19	0.016	Neural_crest_cells
NC_GEP_20	0.003	Neural_crest_cells
NC_GEP_21	0.007	Neural_crest_cells
NC_GEP_24	0.992	Neural_crest_cells
NC_GEP_25	0.008	Neural_crest_cells
NC_GEP_26	0.967	Neural_crest_cells
NC_GEP_27	0.234	Neural_crest_cells
MuralCells_GEP_1	0.477	Pericytes_1
MuralCells_GEP_2	0.931	Pericytes_1
MuralCells_GEP_3	0.716	Pericytes_1
MuralCells_GEP_5	0.95	Pericytes_1
MuralCells_GEP_6	0.168	Pericytes_1
MuralCells_GEP_8	0.088	Pericytes_1
MuralCells_GEP_9	0.952	Pericytes_1
MuralCells_GEP_10	0.001	Pericytes_1
MuralCells_GEP_11	0.003	Pericytes_1
MuralCells_GEP_12	0.007	Pericytes_1
MuralCells_GEP_13	0.002	Pericytes_1
MuralCells_GEP_14	0.007	Pericytes_1
MuralCells_GEP_15	0.002	Pericytes_1
MuralCells_GEP_16	0.208	Pericytes_1
MuralCells_GEP_17	0.578	Pericytes_1
MuralCells_GEP_18	0.003	Pericytes_1
MuralCells_GEP_19	0.003	Pericytes_1
MuralCells_GEP_20	0.004	Pericytes_1
MuralCells_GEP_21	0.067	Pericytes_1
MuralCells_GEP_22	0.051	Pericytes_1
MuralCells_GEP_23	0.229	Pericytes_1
MuralCells_GEP_25	0.514	Pericytes_1
MuralCells_GEP_27	0.002	Pericytes_1
MuralCells_GEP_29	0.009	Pericytes_1
MuralCells_GEP_30	0.023	Pericytes_1
MuralCells_GEP_31	0.006	Pericytes_1
MuralCells_GEP_1	0.47	Pericytes_2
MuralCells_GEP_2	0.038	Pericytes_2
MuralCells_GEP_3	0.25	Pericytes_2
MuralCells_GEP_5	0.034	Pericytes_2
MuralCells_GEP_6	0.769	Pericytes_2
MuralCells_GEP_8	0.495	Pericytes_2
MuralCells_GEP_9	0.015	Pericytes_2
MuralCells_GEP_11	0.002	Pericytes_2
MuralCells_GEP_12	0.894	Pericytes_2
MuralCells_GEP_16	0.031	Pericytes_2
MuralCells_GEP_17	0.01	Pericytes_2
MuralCells_GEP_20	0.926	Pericytes_2
MuralCells_GEP_21	0.791	Pericytes_2
MuralCells_GEP_22	0.001	Pericytes_2
MuralCells_GEP_23	0.129	Pericytes_2
MuralCells_GEP_25	0.045	Pericytes_2
MuralCells_GEP_27	0.002	Pericytes_2
MuralCells_GEP_29	0.009	Pericytes_2
MuralCells_GEP_30	0.022	Pericytes_2
MuralCells_GEP_31	0.009	Pericytes_2
MuralCells_GEP_32	0.21	Pericytes_2
MuralCells_GEP_1	0.029	Pericytes_3
MuralCells_GEP_2	0.01	Pericytes_3
MuralCells_GEP_3	0.022	Pericytes_3
MuralCells_GEP_5	0.002	Pericytes_3
MuralCells_GEP_6	0.032	Pericytes_3
MuralCells_GEP_8	0.391	Pericytes_3
MuralCells_GEP_9	0.009	Pericytes_3
MuralCells_GEP_10	0.015	Pericytes_3
MuralCells_GEP_11	0.015	Pericytes_3
MuralCells_GEP_12	0.082	Pericytes_3
MuralCells_GEP_15	0.002	Pericytes_3
MuralCells_GEP_16	0.67	Pericytes_3
MuralCells_GEP_17	0.001	Pericytes_3
MuralCells_GEP_18	0.001	Pericytes_3
MuralCells_GEP_19	0.001	Pericytes_3
MuralCells_GEP_20	0.046	Pericytes_3
MuralCells_GEP_21	0.093	Pericytes_3
MuralCells_GEP_22	0.035	Pericytes_3
MuralCells_GEP_23	0.057	Pericytes_3
MuralCells_GEP_25	0.023	Pericytes_3
MuralCells_GEP_27	0.003	Pericytes_3
MuralCells_GEP_29	0.206	Pericytes_3
MuralCells_GEP_30	0.051	Pericytes_3
MuralCells_GEP_31	0.009	Pericytes_3
MuralCells_GEP_32	0.784	Pericytes_3
MuralCells_GEP_1	0.021	Pericytes_cell_cycling
MuralCells_GEP_2	0	Pericytes_cell_cycling
MuralCells_GEP_3	0.006	Pericytes_cell_cycling
MuralCells_GEP_5	0.001	Pericytes_cell_cycling
MuralCells_GEP_6	0.03	Pericytes_cell_cycling
MuralCells_GEP_8	0.02	Pericytes_cell_cycling
MuralCells_GEP_12	0.017	Pericytes_cell_cycling
MuralCells_GEP_16	0.001	Pericytes_cell_cycling
MuralCells_GEP_20	0.023	Pericytes_cell_cycling
MuralCells_GEP_21	0.047	Pericytes_cell_cycling
MuralCells_GEP_22	0.001	Pericytes_cell_cycling
MuralCells_GEP_23	0.065	Pericytes_cell_cycling
MuralCells_GEP_30	0.146	Pericytes_cell_cycling
core_conduction_GEP_1	0.154	Transitional_PF_2
core_conduction_GEP_2	0.212	Transitional_PF_2
core_conduction_GEP_3	0.084	Transitional_PF_2
core_conduction_GEP_4	0.004	Transitional_PF_2
core_conduction_GEP_5	0.113	Transitional_PF_2
core_conduction_GEP_8	0.191	Transitional_PF_2
core_conduction_GEP_11	0.293	Transitional_PF_2
core_conduction_GEP_12	0.01	Transitional_PF_2
core_conduction_GEP_15	0.028	Transitional_PF_2
core_conduction_GEP_16	0.002	Transitional_PF_2
core_conduction_GEP_18	0.005	Transitional_PF_2
core_conduction_GEP_19	0.006	Transitional_PF_2
core_conduction_GEP_20	0.086	Transitional_PF_2
core_conduction_GEP_21	0.032	Transitional_PF_2
core_conduction_GEP_22	0.18	Transitional_PF_2
core_conduction_GEP_24	0.029	Transitional_PF_2
core_conduction_GEP_27	0.028	Transitional_PF_2
core_conduction_GEP_28	0.017	Transitional_PF_2
core_conduction_GEP_1	0.62	PF_2
core_conduction_GEP_2	0.321	PF_2
core_conduction_GEP_3	0.379	PF_2
core_conduction_GEP_4	0.015	PF_2
core_conduction_GEP_5	0.457	PF_2
core_conduction_GEP_7	0.001	PF_2
core_conduction_GEP_8	0.034	PF_2
core_conduction_GEP_9	0.001	PF_2
core_conduction_GEP_11	0.28	PF_2
core_conduction_GEP_12	0.085	PF_2
core_conduction_GEP_13	0.001	PF_2
core_conduction_GEP_15	0.016	PF_2
core_conduction_GEP_16	0.006	PF_2
core_conduction_GEP_18	0.042	PF_2
core_conduction_GEP_19	0.028	PF_2
core_conduction_GEP_20	0.305	PF_2
core_conduction_GEP_21	0.077	PF_2
core_conduction_GEP_22	0.071	PF_2
core_conduction_GEP_24	0.041	PF_2
core_conduction_GEP_27	0.106	PF_2
core_conduction_GEP_28	0.017	PF_2
core_conduction_GEP_29	0.029	PF_2
core_conduction_GEP_1	0.174	PF_1
core_conduction_GEP_2	0.453	PF_1
core_conduction_GEP_3	0.463	PF_1
core_conduction_GEP_4	0.004	PF_1
core_conduction_GEP_5	0.143	PF_1
core_conduction_GEP_7	0.004	PF_1
core_conduction_GEP_8	0.608	PF_1
core_conduction_GEP_9	0.001	PF_1
core_conduction_GEP_11	0.383	PF_1
